"id","author","title","venue"
"375761","Sudarshan S. Chawathe, Thomas Baby, Jihwang Yoo","VQBD: exploring semistructured data","International Conference on Management of Data"
"375812","Fabio Casati, Ming-Chien Shan","Models and languages for describing and discovering E-services","International Conference on Management of Data"
"375796","Arnon Rosenthal, Klaus Dittrich, Jim Donahue, Bill Maimone","Will database researchers have any role in data security? (panel session)","International Conference on Management of Data"
"375723","Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda","Monitoring XML data on the Web","International Conference on Management of Data"
"375771","Tiziana Catarci, Giuseppe Santucci","The prototype of the DARE system","International Conference on Management of Data"
"375776","Edward Chang, Kwang-Ting Cheng, Lihyuarn L. Chang","PBIR - perception-based image retrieval","International Conference on Management of Data"
"335378","David B. Lomet","High speed on-line backup when using logical log operations","International Conference on Management of Data"
"335379","Wilburt Juan Labio, Janet L. Wiener, Hector Garcia-Molina, Vlad Gorelik","Efficient resumption of interrupted warehouse loads","International Conference on Management of Data"
"335383","Charu C. Aggarwal, Philip S. Yu","Finding generalized projected clusters in high dimensional spaces","International Conference on Management of Data"
"335384","Christopher R. Palmer, Christos Faloutsos","Density biased sampling: an improved method for data mining and clustering","International Conference on Management of Data"
"335390","Markos Zaharioudakis, Roberta Cochrane, George Lapis, Hamid Pirahesh, Monica Urata","Answering complex SQL queries using automatic summary tables","International Conference on Management of Data"
"335414","Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos","Closest pair queries in spatial databases","International Conference on Management of Data"
"335419","Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe","Efficient and extensible algorithms for multi query optimization","International Conference on Management of Data"
"335420","Ron Avnur, Joseph M. Hellerstein","Eddies: continuously adaptive query processing","International Conference on Management of Data"
"335421","Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen","A chase too far?","International Conference on Management of Data"
"335423","Rakesh Agrawal, Edward L. Wimmers","A framework for expressing and combining preferences","International Conference on Management of Data"
"335426","Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider","A data model and data structures for moving objects databases","International Conference on Management of Data"
"335428","Hyoseop Shin, Bongki Moon, Sukho Lee","Adaptive multi-stage distance join processing","International Conference on Management of Data"
"335429","Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina","Finding replicated Web collections","International Conference on Management of Data"
"335436","JungHwan Oh, Kien A. Hua","Efficient and cost-effective techniques for browsing and indexing large video databases","International Conference on Management of Data"
"335437","Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim","Efficient algorithms for mining outliers from large data sets","International Conference on Management of Data"
"335439","Alexander S. Szalay, Peter Z. Kunszt, Ani Thakar, Jim Gray, Don Slutz, Robert J. Brunner","Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey","International Conference on Management of Data"
"335448","Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi","Approximating multi-dimensional aggregate range queries over real attributes","International Conference on Management of Data"
